2019-12-04,97
2019-12-05,97
2019-12-06,97
2019-12-07,97
2019-12-08,97
2019-12-09,97
2019-12-10,97
2019-12-11,97
2019-12-12,97
2019-12-13,97
2019-12-14,97
2019-12-15,97
2019-12-16,97
2019-12-17,97
2019-12-18,97
2019-12-19,97
2019-12-20,97
2019-12-21,97
2019-12-22,97
2019-12-23,97
2019-12-24,97
2019-12-25,97
2019-12-26,97
2019-12-27,97
2019-12-29,97
2019-12-30,97
2019-12-31,91
2020-01-01,97
2020-01-02,91
2020-01-03,91
2020-01-04,91
2020-01-05,97
2020-01-06,97
2020-01-07,97
2020-01-08,97
2020-01-09,97
2020-01-10,97
2020-01-11,97
2020-01-12,97
2020-01-13,97
2020-01-14,97
2020-01-15,97
2020-01-16,97
2020-01-17,97
2020-01-18,97
2020-01-19,91
2020-01-20,97
2020-01-21,97
2020-01-22,97
2020-01-23,97
2020-01-24,97
2020-01-25,97
2020-01-26,97
2020-01-27,97
2020-01-28,97
2020-01-29,97
2020-01-30,97
2020-01-31,97
2020-02-01,97
2020-02-02,97
2020-02-03,97
2020-02-04,97
2020-02-05,97
2020-02-06,97
2020-02-07,97
2020-02-08,97
2020-02-09,97
2020-02-10,97
2020-02-11,97
2020-02-12,97
2020-02-13,97
2020-02-14,97
2020-02-15,97
2020-02-16,97
2020-02-17,97
2020-02-18,97
2020-02-19,97
2020-02-20,97
2020-02-21,97
2020-02-22,91
2020-02-23,97
2020-02-24,97
2020-02-25,97
2020-02-26,97
2020-02-27,97
2020-02-28,97
2020-02-29,97
2020-03-01,97
2020-03-02,97
2020-03-03,97
2020-03-04,97
2020-03-05,97
2020-03-06,97
2020-03-07,97
2020-03-08,97
2020-03-09,97
2020-03-10,97
2020-03-11,97
2020-03-12,97
2020-03-13,97
2020-03-14,97
2020-03-15,97
2020-03-16,97
2020-03-17,97
2020-03-18,97
2020-03-19,97
2020-03-20,91
2020-03-21,97
2020-03-22,97
2020-03-23,97
2020-03-24,97
2020-03-25,100
2020-03-26,100
2020-03-27,97
2020-03-28,97
2020-03-29,97
2020-03-30,97
2020-03-31,100
2020-04-01,100
2020-04-02,97
2020-04-03,97
2020-04-04,97
2020-04-05,97
2020-04-06,97
2020-04-07,97
2020-04-08,97
2020-04-09,97
2020-04-10,97
2020-04-11,97
2020-04-12,97
2020-04-13,97
2020-04-14,97
2020-04-15,97
2020-04-16,97
2020-04-17,97
2020-04-18,97
2020-04-19,97
2020-04-20,97
2020-04-21,97
2020-04-22,97
2020-04-23,97
2020-04-24,97
2020-04-25,97
2020-04-26,97
2020-04-27,97
2020-04-28,97
2020-04-29,97
2020-04-30,97
2020-05-01,97
2020-05-02,97
2020-05-03,97
2020-05-04,97
